PC 1252	PC 1252	23/09/2026	17:05	17:05		NORTH HOLLAND (AMS)	International	Scheduled	 Detail
TK 1344	TK 1344	23/09/2026	17:05	17:05		SCOTLAND (EDI)	International	Scheduled	 Detail
VF 2	VF 2	23/09/2026	17:05	17:05		NORTH HOLLAND (AMS)	International	Scheduled	 Detail
PC 1072	PC 1072	23/09/2026	17:10	17:10		CAPITAL REGION (CPH)	International	Scheduled	 Detail
PC 2017	PC 2017	23/09/2026	17:10	17:10		ANTALYA (AYT)	Domestic	Scheduled	 Detail
SV 275	SV 275	23/09/2026	17:10	17:10		MAKKAH (JED)	International	Scheduled	 Detail
TK 1976	TK 1976	23/09/2026	17:10	17:10		LEINSTER (DUB)	International	Scheduled	 Detail
TK 65	TK 65	23/09/2026	17:10	17:10		BANGKOK (BKK)	International	Active	 Detail
VF 12	VF 12	23/09/2026	17:10	17:10		PARIS (CDG)	International	Scheduled	 Detail
VF 70	VF 70	23/09/2026	17:10	17:10		CAPITAL REGION (CPH)	International	Scheduled	 Detail
TK 125	TK 125	23/09/2026	17:10	17:12		TAIWAN (TPE)	International	Active	 Detail
TK 1298	TK 1298	23/09/2026	17:15	17:15		SEVILLA (SVQ)	International	Scheduled	 Detail
TK 1304	TK 1304	23/09/2026	17:15	17:15		MALAGA (AGP)	International	Scheduled	 Detail
TK 1858	TK 1858	23/09/2026	17:15	17:15		MADRID (MAD)	International	Scheduled	 Detail
TK 1886	TK 1886	23/09/2026	17:15	17:15		LOWER AUSTRIA (VIE)	International	Scheduled	 Detail
TK 1980	TK 1980	23/09/2026	17:15	17:15		ENGLAND (LHR)	International	Scheduled	 Detail
TK 502	TK 502	23/09/2026	17:15	17:15		THIES (DSS)	International	Scheduled	 Detail
TK 900	TK 900	23/09/2026	17:00	17:18		PANAMA (PTY)	International	Active	 Detail
PC 1134	PC 1134	23/09/2026	17:20	17:20		ILE-DE-FRANCE (ORY)	International	Scheduled	 Detail
PC 980	PC 980	23/09/2026	17:20	17:20		BERLIN (BER)	International	Scheduled	 Detail
TK 1032	TK 1032	23/09/2026	17:20	17:20		SOFIA-CAPITAL (SOF)	International	Scheduled	 Detail
TK 1034	TK 1034	23/09/2026	17:20	17:20		PEST (BUD)	International	Scheduled	 Detail
TK 1450	TK 1450	23/09/2026	17:20	17:20		PORTO (OPO)	International	Scheduled	 Detail
TK 1850	TK 1850	23/09/2026	17:20	17:20		ATTICA (ATH)	International	Scheduled	 Detail
TK 2155	TK 2155	23/09/2026	17:20	17:20		ANKARA (ESB)	Domestic	Scheduled	 Detail
TK 2327	TK 2327	23/09/2026	17:20	17:20		IZMIR (ADB)	Domestic	Scheduled	 Detail
TK 204	TK 204	23/09/2026	17:05	17:21		WASHINGTON (SEA)	International	Active	 Detail
FZ 727	FZ 727	23/09/2026	17:25	17:25		DUBAI (DXB)	International	Scheduled	 Detail
IS 7359	IS 7359	23/09/2026	17:25	17:25		EAST AZERBAIJAN (TBZ)	International	Scheduled	 Detail
TK 1040	TK 1040	23/09/2026	17:25	17:25		ILFOV (OTP)	International	Scheduled	 Detail
TK 1052	TK 1052	23/09/2026	17:25	17:25		SENCUR (LJU)	International	Canceled	 Detail
TK 158	TK 158	23/09/2026	17:25	17:25		LEFKOSIA (ECN)	International	Scheduled	 Detail
TK 2007	TK 2007	23/09/2026	17:25	17:25		NEVSEHIR (NAV)	Domestic	Scheduled	 Detail
TK 2561	TK 2561	23/09/2026	17:25	17:25		MUGLA (DLM)	Domestic	Scheduled	 Detail
TK 202	TK 202	23/09/2026	17:05	17:30		COLORADO (DEN)	International	Active	 Detail
PC 1012	PC 1012	23/09/2026	17:30	17:30		NORTH RHINE-WESTPHALIA (CGN)	International	Scheduled	 Detail
TK 1670	TK 1670	23/09/2026	17:30	17:30		HAMBURG (HAM)	International	Scheduled	 Detail
TK 1872	TK 1872	23/09/2026	17:30	17:30		VENETO (VCE)	International	Scheduled	 Detail
TK 2255	TK 2255	23/09/2026	17:30	17:30		HATAY (HTY)	Domestic	Scheduled	 Detail
TK 2809	TK 2809	23/09/2026	17:30	17:30		SAMSUN (SZF)	Domestic	Scheduled	 Detail
TK 969	TK 969	23/09/2026	17:30	17:30		LEFKOSIA (ECN)	International	Scheduled	 Detail
VF 114	VF 114	23/09/2026	17:30	17:30		CENTRAL SERBIA (BEG)	International	Scheduled	 Detail
TK 80	TK 80	23/09/2026	17:40	17:30		CALIFORNIA (SFO)	International	Active	 Detail
TK 78	TK 78	23/09/2026	17:10	17:33		FLORIDA (MIA)	International	Active	 Detail
PC 922	PC 922	23/09/2026	17:35	17:35		WALLONIA (CRL)	International	Scheduled	 Detail
TK 2743	TK 2743	23/09/2026	17:35	17:35		ZONGULDAK (ONQ)	Domestic	Scheduled	 Detail
RO 263	RO 263	23/09/2026	17:40	17:40		ILFOV (OTP)	International	Scheduled	 Detail
TK 1208	TK 1208	23/09/2026	17:40	17:40		ZURICH (ZRH)	International	Scheduled	 Detail
TK 1756	TK 1756	23/09/2026	17:40	17:40		LISBON (LIS)	International	Scheduled	 Detail
TK 395	TK 395	23/09/2026	17:40	17:40		AJARIA (BUS)	International	Scheduled	 Detail
TK 765	TK 765	23/09/2026	17:40	17:40		DUBAI (DXB)	International	Scheduled	 Detail
VF 1988	VF 1988	23/09/2026	17:40	17:40		ENGLAND (STN)	International	Scheduled	 Detail
TK 51	TK 51	23/09/2026	17:40	17:43		CHIBA (NRT)	International	Active	 Detail
TK 2035	TK 2035	23/09/2026	17:45	17:45		KONYA (KYA)	Domestic	Scheduled	 Detail
TK 6910	TK 6910	23/09/2026	17:45	17:45		DUBROVACKO-NERETVANSKA (DBV)	International	Scheduled	 Detail
PC 940	PC 940	23/09/2026	17:50	17:50		BASEL (BSL)	International	Scheduled	 Detail
TK 302	TK 302	23/09/2026	17:50	17:50		SOUTH HOLLAND (RTM)	International	Scheduled	 Detail
TK 825	TK 825	23/09/2026	17:50	17:50		MONT-LIBAN (BEY)	International	Scheduled	 Detail
VF 274	VF 274	23/09/2026	17:50	17:50		ALGER (ALG)	International	Scheduled	 Detail
TK 192	TK 192	23/09/2026	17:25	17:51		TEXAS (DFW)	International	Active	 Detail
MS 735	MS 735	23/09/2026	17:55	17:55		CAIRO (CAI)	International	Scheduled	 Detail
PC 1002	PC 1002	23/09/2026	17:55	17:55		DUSSELDORF (DUS)	International	Scheduled	 Detail
PC 1044	PC 1044	23/09/2026	17:55	17:55		HAMBURG (HAM)	International	Scheduled	 Detail
TK 2467	TK 2467	23/09/2026	17:55	17:55		CASTELO BRANCO (COV)	International	Scheduled	 Detail
TK 3071	TK 3071	23/09/2026	17:55	17:55		IZMIR (ADB)	Domestic	Scheduled	 Detail
PC 1170	PC 1170	23/09/2026	18:00	18:00		ENGLAND (STN)	International	Scheduled	 Detail
PC 1180	PC 1180	23/09/2026	18:00	18:00		ENGLAND (MAN)	International	Scheduled	 Detail
PC 2013	PC 2013	23/09/2026	18:00	18:00		ANTALYA (AYT)	Domestic	Scheduled	 Detail
SV 267	SV 267	23/09/2026	18:00	18:00		AR RIYAD (RUH)	International	Scheduled	 Detail
EK 121	EK 121	23/09/2026	18:05	18:05		DUBAI (DXB)	International	Scheduled	 Detail
TK 2159	TK 2159	23/09/2026	18:05	18:05		ANKARA (ESB)	Domestic	Scheduled	 Detail
RJ 860	RJ 860	23/09/2026	18:10	18:10		AMMAN (ADJ)	International	Scheduled	 Detail
U6 783	U6 783	23/09/2026	18:15	18:12		MOSKOVSKAYA (DME)	International	Scheduled	 Detail
DP 941	DP 941	23/09/2026	18:15	18:15		DAGESTAN (MCX)	International	Scheduled	 Detail
PC 2251	PC 2251	23/09/2026	18:15	18:15		MUGLA (BJV)	Domestic	Scheduled	 Detail
TK 2329	TK 2329	23/09/2026	18:15	18:15		IZMIR (ADB)	Domestic	Scheduled	 Detail
TK 2423	TK 2423	23/09/2026	18:15	18:15		ANTALYA (AYT)	Domestic	Scheduled	 Detail
PC 1092	PC 1092	23/09/2026	18:20	18:20		CATALONIA (BCN)	International	Scheduled	 Detail
PC 1224	PC 1224	23/09/2026	18:20	18:20		LATIUM (FCO)	International	Scheduled	 Detail
PC 1236	PC 1236	23/09/2026	18:20	18:20		VENETO (VCE)	International	Scheduled	 Detail
PC 954	PC 954	23/09/2026	18:20	18:20		GENEVA (GVA)	International	Scheduled	 Detail
TK 2025	TK 2025	23/09/2026	18:20	18:20		KAYSERI (ASR)	Domestic	Scheduled	 Detail
BA 716	BA 716	23/09/2026	18:25	18:25		ENGLAND (LHR)	International	Scheduled	 Detail
TK 98	TK 98	23/09/2026	18:25	18:25		FEDERATION OF BOSNIA AND HERZEGOVINA (SJJ)	International	Scheduled	 Detail
TK 418	TK 418	23/09/2026	18:30	18:30		MOSKOVSKAYA (VKO)	International	Scheduled	 Detail
A4 5071	A4 5071	23/09/2026	18:35	18:35		KRASNODARSKIY (AER)	International	Scheduled	 Detail
PC 1983	PC 1983	23/09/2026	18:35	18:35		LEFKOSIA (ECN)	International	Scheduled	 Detail
QR 245	QR 245	23/09/2026	18:35	18:35		BALADIYAT AD DAWHAH (DOH)	International	Scheduled	 Detail
TK 1324	TK 1324	23/09/2026	18:35	18:35		EMILIA-ROMAGNA (BLQ)	International	Scheduled	 Detail
PC 1040	PC 1040	23/09/2026	18:40	18:40		BREMEN (BRE)	International	Scheduled	 Detail
PC 1184	PC 1184	23/09/2026	18:40	18:40		ENGLAND (BHX)	International	Scheduled	 Detail
TK 2721	TK 2721	23/09/2026	18:40	18:40		IGDIR (IGD)	Domestic	Scheduled	 Detail
TK 367	TK 367	23/09/2026	18:40	18:40		TOSHKENT SHAHRI (TAS)	International	Scheduled	 Detail
TK 979	TK 979	23/09/2026	18:40	18:40		LEFKOSIA (ECN)	International	Scheduled	 Detail
PC 1028	PC 1028	23/09/2026	18:45	18:45		BAVARIA (NUE)	International	Scheduled	 Detail
PC 1034	PC 1034	23/09/2026	18:45	18:45		LOWER SAXONY (HAJ)	International	Scheduled	 Detail
PC 1142	PC 1142	23/09/2026	18:45	18:45		RHONE-ALPES (LYS)	International	Scheduled	 Detail
2S 86	2S 86	23/09/2026	18:50	18:50		MOSCOW (SVO)	International	Scheduled	 Detail
PC 397	PC 397	23/09/2026	18:50	18:50		ST. PETERSBURG (LED)	International	Scheduled	 Detail
PC 970	PC 970	23/09/2026	18:50	18:50		BADEN-WUERTTEMBERG (STR)	International	Scheduled	 Detail
PC 994	PC 994	23/09/2026	18:50	18:50		HESSE (FRA)	International	Scheduled	 Detail
TK 1080	TK 1080	23/09/2026	18:50	18:50		CENTRAL SERBIA (BEG)	International	Scheduled	 Detail
TK 3357	TK 3357	23/09/2026	18:50	18:50		SIVAS (VAS)	Domestic	Scheduled	 Detail
JU 8281	JU 8281	23/09/2026	17:10	18:54		BRITISH COLUMBIA (YVR)	International	Active	 Detail
TS 8004	TS 8004	23/09/2026	17:10	18:54		BRITISH COLUMBIA (YVR)	International	Active	 Detail
PC 1218	PC 1218	23/09/2026	18:55	18:55		EMILIA-ROMAGNA (BLQ)	International	Scheduled	 Detail
TK 3199	TK 3199	23/09/2026	19:00	19:00		ERZINCAN (ERC)	Domestic	Scheduled	 Detail
VF 3327	VF 3327	23/09/2026	19:00	19:00		TRABZON (TZX)	Domestic	Scheduled	 Detail
PC 4673	PC 4673	23/09/2026	19:05	19:05		MUS (MSR)	Domestic	Scheduled	 Detail
PC 2089	PC 2089	23/09/2026	19:10	19:10		CASTELO BRANCO (COV)	International	Scheduled	 Detail
VF 318	VF 318	23/09/2026	19:10	19:10		RIF-DIMASHQ (DAM)	International	Scheduled	 Detail
PC 389	PC 389	23/09/2026	19:15	19:15		MOSKOVSKAYA (VKO)	International	Scheduled	 Detail
TK 3041	TK 3041	23/09/2026	19:15	19:15		ANTALYA (AYT)	Domestic	Scheduled	 Detail
PC 1312	PC 1312	23/09/2026	19:25	19:25		HELSINKI (HEL)	International	Scheduled	 Detail
PC 2253	PC 2253	23/09/2026	19:25	19:25		MUGLA (BJV)	Domestic	Scheduled	 Detail
PC 302	PC 302	23/09/2026	19:25	19:25		CENTRAL BOHEMIA (PRG)	International	Scheduled	 Detail
PC 317	PC 317	23/09/2026	19:25	19:25		DIDI LILO (TBS)	International	Scheduled
